"R0000100","R0357900","R0358200","R0358300","R0358500","R0358700","R0359500","R0536300","R0536401","R0536402","R1235800","R1482600","R9792900","R9793400","R9793500","R9793600","R9793700","R9793800","R9793900"
1458,1,-4,1,0,-4,1,1,4,1981,1,4,-4,-4,-4,-4,-4,-4,-4
1459,0,-4,0,-4,-4,0,2,11,1984,1,4,-4,-4,-4,-4,-4,-4,-4
1460,0,-4,0,-4,-4,0,1,4,1984,1,4,4,31,30,31,31,660,750
1461,0,-4,0,-4,-4,0,1,10,1981,1,4,2,-4,-4,-4,-4,430,350
1462,0,-4,0,-4,-4,0,2,10,1984,1,4,-4,-4,-4,-4,-4,-4,-4
1463,1,-4,1,0,-4,0,1,5,1980,1,4,3,-4,-4,-4,-4,560,580
1464,0,-4,0,-4,-4,0,2,3,1984,1,4,3,21,17,22,21,490,480
1465,1,-4,1,0,-4,0,1,7,1984,1,1,-3,-4,-4,-4,-4,-4,-4
1466,0,-4,0,-4,-4,0,2,1,1982,1,1,3,-4,-4,-4,-4,560,530
1467,1,-4,1,1,0,0,2,11,1980,1,1,3,-4,-4,-4,-4,-4,-4
1468,0,-4,0,-4,-4,0,1,12,1981,1,1,-3,-4,-4,-4,-4,-4,-4
1469,0,-4,0,-4,-4,0,1,5,1984,1,1,-3,-4,-4,-4,-4,-4,-4
1470,1,2,1,0,-4,0,2,10,1982,1,1,-3,-4,-4,-4,-4,-4,-4
1471,1,1,0,-4,-4,0,1,6,1984,1,1,-4,-4,-4,-4,-4,-4,-4
1472,1,0,0,-4,-4,0,2,4,1983,1,1,-4,-4,-4,-4,-4,-4,-4
1473,0,-4,0,-4,-4,0,1,12,1983,1,1,-4,-4,-4,-4,-4,-4,-4
1474,0,-4,0,-4,-4,0,1,8,1980,1,2,3,-4,-4,-4,-4,-4,-4
1475,0,-4,1,0,-4,0,2,6,1983,1,2,-4,-4,-4,-4,-4,-4,-4
1476,0,-4,0,-4,-4,0,2,4,1981,1,1,3,-4,-4,-4,-4,-4,-4
1477,0,-4,0,-4,-4,0,2,12,1983,1,1,-4,-4,-4,-4,-4,-4,-4
1478,0,-4,0,-4,-4,0,1,9,1983,1,1,-4,-4,-4,-4,-4,-4,-4
1479,0,-4,0,-4,-4,0,2,6,1980,1,1,3,-4,-4,-4,-4,-4,-4
1480,0,-4,0,-4,-4,0,2,1,1983,1,1,1,-4,-4,-4,-4,-4,-4
1481,0,-4,0,-4,-4,0,1,11,1984,1,1,-4,-4,-4,-4,-4,-4,-4
1482,0,-4,0,-4,-4,0,1,12,1981,1,1,-4,-4,-4,-4,-4,-4,-4
1483,1,-4,0,-4,-4,0,1,2,1984,1,2,2,-4,-4,-4,-4,-4,-4
1484,1,1,1,11,11,0,1,8,1980,1,4,-4,-4,-4,-4,-4,-4,-4
1485,1,-4,1,1,0,0,1,4,1983,1,4,3,-4,-4,-4,-4,-4,-4
1486,0,-4,0,-4,-4,0,1,3,1984,1,4,4,-4,-4,-4,-4,-4,-4
1487,1,0,1,2,1,0,2,5,1981,1,4,3,-4,-4,-4,-4,700,690
1488,1,2,1,0,-4,0,1,4,1980,1,4,-4,-4,-4,-4,-4,-4,-4
1489,1,1,0,-4,-4,0,2,12,1982,1,4,3,-4,-4,-4,-4,-4,-4
1490,0,-4,0,-4,-4,0,2,10,1983,1,4,-4,-4,-4,-4,-4,-4,-4
1491,1,1,1,3,0,0,1,5,1982,1,4,3,-4,-4,-4,-4,-4,-4
1492,1,-4,0,-4,-4,0,2,11,1982,1,4,3,-4,-4,-4,-4,-4,-4
1493,1,-4,0,-4,-4,0,1,9,1983,1,4,-4,-4,-4,-4,-4,-4,-4
1494,1,1,1,8,4,0,2,12,1980,1,4,2,-4,-4,-4,-4,-4,-4
1495,0,-4,1,3,2,0,2,6,1980,1,4,-4,-4,-4,-4,-4,-4,-4
1496,1,-4,1,0,-4,0,2,12,1981,1,4,2,-4,-4,-4,-4,-4,-4
1497,0,-4,0,-4,-4,0,2,8,1982,1,4,3,-4,-4,-4,-4,-4,-4
1498,0,-4,1,0,-4,0,2,6,1984,1,4,-4,-4,-4,-4,-4,-4,-4
1499,1,1,1,2,0,0,2,8,1980,1,4,-4,-4,-4,-4,-4,-4,-4
1500,0,-4,1,0,-4,0,2,10,1982,1,1,3,-4,-4,-4,-4,-4,-4
1501,1,0,1,3,1,0,2,10,1980,1,4,-4,-4,-4,-4,-4,-4,-4
1502,0,-4,0,-4,-4,0,2,1,1984,1,1,-4,-4,-4,-4,-4,-4,-4
1503,1,5,1,6,4,0,1,12,1980,1,4,-4,-4,-4,-4,-4,-4,-4
1504,1,-4,1,0,-4,0,2,10,1983,1,4,-4,-4,-4,-4,-4,-4,-4
1505,0,-4,0,-4,-4,0,1,11,1984,1,2,2,-4,-4,-4,-4,-4,-4
1506,0,-4,0,-4,-4,0,2,12,1984,1,2,-4,-4,-4,-4,-4,-4,-4
1507,0,-4,0,-4,-4,0,1,4,1983,1,2,-4,-4,-4,-4,-4,-4,-4
1508,0,-4,0,-4,-4,0,1,9,1984,1,3,2,-4,-4,-4,-4,-4,-4
1509,0,-4,0,-4,-4,0,2,11,1982,1,2,-4,-4,-4,-4,-4,-4,-4
1510,1,20,1,1,0,1,1,8,1980,1,4,-4,-4,-4,-4,-4,-4,-4
1511,1,5,1,0,-4,0,2,1,1982,1,4,-4,-4,-4,-4,-4,-4,-4
1512,1,-4,1,0,-4,0,2,5,1984,1,4,-4,-4,-4,-4,-4,-4,-4
1513,1,-4,1,0,-4,0,2,5,1984,1,4,-4,-4,-4,-4,-4,-4,-4
1514,1,-4,1,0,-4,0,1,4,1982,1,1,-4,-4,-4,-4,-4,-4,-4
1515,1,2,1,2,0,0,1,8,1980,1,3,-4,-4,-4,-4,-4,-4,-4
1516,1,0,0,-4,-4,0,2,11,1980,1,2,-4,-4,-4,-4,-4,-4,-4
1517,0,-4,0,-4,-4,0,2,5,1983,1,2,-4,-4,-4,-4,-4,-4,-4
1518,0,-4,0,-4,-4,0,1,11,1984,1,4,-4,-4,-4,-4,-4,-4,-4
1519,0,-4,0,-4,-4,0,1,2,1984,1,3,-4,-4,-4,-4,-4,-4,-4
1520,0,-4,0,-4,-4,0,1,2,1984,1,4,-3,-4,-4,-4,-4,-4,-4
1521,1,1,1,0,-4,0,2,3,1981,1,4,2,-4,-4,-4,-4,-4,-4
1522,0,-4,0,-4,-4,0,1,2,1982,1,3,-4,-4,-4,-4,-4,-4,-4
1523,0,-4,1,0,-4,0,2,10,1984,1,1,-4,-4,-4,-4,-4,-4,-4
1524,1,-4,1,0,-4,0,2,9,1981,1,1,2,-4,-4,-4,-4,660,510
1525,0,-4,1,0,-4,0,1,12,1980,1,1,3,-4,-4,-4,-4,490,530
1526,0,-4,0,-4,-4,0,2,12,1982,1,4,-4,-4,-4,-4,-4,-4,-4
1527,0,-4,0,-4,-4,0,2,8,1984,1,1,-3,-4,-4,-4,-4,-4,-4
1528,0,-4,1,4,0,0,2,1,1981,1,1,-4,-4,-4,-4,-4,-4,-4
1529,0,-4,0,-4,-4,0,1,5,1984,1,1,-4,-4,-4,-4,-4,-4,-4
1530,1,1,1,10,8,0,1,5,1980,1,4,3,-4,-4,-4,-4,520,530
1531,0,-4,0,-4,-4,0,2,5,1983,1,4,3,-4,-4,-4,-4,-4,-4
1532,0,-4,1,0,-4,0,1,9,1982,1,4,-4,-4,-4,-4,-4,-4,-4
1533,0,-4,0,-4,-4,0,2,3,1982,1,4,4,-4,-4,-4,-4,530,560
1534,1,-4,0,-4,-4,1,2,5,1980,1,4,3,-4,-4,-4,-4,-4,-4
1535,1,2,0,-4,-4,0,1,12,1982,1,4,-3,-4,-4,-4,-4,-4,-4
1536,1,1,1,0,-4,0,1,3,1983,1,2,1,-4,-4,-4,-4,-4,-4
1537,0,-4,0,-4,-4,0,2,5,1983,1,4,-3,-4,-4,-4,-4,-4,-4
1538,1,-4,1,4,5,0,1,3,1980,1,2,2,-4,-4,-4,-4,420,530
1539,1,1,0,-4,-4,0,2,9,1983,1,4,-4,-4,-4,-4,-4,-4,-4
1540,0,-4,0,-4,-4,0,2,7,1984,1,4,-4,-4,-4,-4,-4,-4,-4
1541,0,-4,0,-4,-4,0,2,11,1984,1,4,-4,-4,-4,-4,-4,-4,-4
1542,0,-4,0,-4,-4,0,2,11,1983,1,2,-4,-4,-4,-4,-4,-4,-4
1543,0,-4,0,-4,-4,0,2,7,1982,1,4,-4,-4,-4,-4,-4,-4,-4
1544,0,-4,0,-4,-4,0,2,5,1984,1,4,-4,-4,-4,-4,-4,-4,-4
1545,0,-4,0,-4,-4,0,1,7,1982,1,4,-4,-4,-4,-4,-4,-4,-4
1546,1,-4,0,-4,-4,0,2,11,1983,1,4,-4,-4,-4,-4,-4,-4,-4
1547,0,-4,1,0,-4,0,1,9,1981,1,2,2,28,25,26,34,560,480
1548,0,-4,1,0,-4,0,1,8,1983,1,2,-4,-4,-4,-4,-4,-4,-4
1549,0,-4,0,-4,-4,0,1,9,1984,1,2,-4,-4,-4,-4,-4,-4,-4
1550,0,-4,0,-4,-4,0,2,7,1982,1,4,4,18,20,23,13,400,460
1551,1,-4,1,1,0,0,2,5,1980,1,4,4,-4,-4,-4,-4,550,550
1552,0,-4,0,-4,-4,0,1,10,1984,1,4,2,-4,-4,-4,-4,-4,-4
1553,0,-4,0,-4,-4,0,1,12,1980,1,1,2,-4,-4,-4,-4,-4,-4
1554,0,-4,0,-4,-4,0,1,7,1983,1,1,3,-4,-4,-4,-4,350,300
1555,1,7,1,0,-4,1,1,4,1980,1,1,-3,-4,-4,-4,-4,-4,-4
1556,0,-4,0,-4,-4,0,1,6,1983,1,1,3,-4,-4,-4,-4,-4,-4
1557,0,-4,0,-4,-4,0,2,6,1984,1,1,3,-4,-4,-4,-4,430,440
1558,1,-4,0,-4,-4,0,1,5,1982,1,1,-3,-4,-4,-4,-4,-4,-4
1559,0,-4,0,-4,-4,0,1,2,1982,1,4,4,-4,-4,-4,-4,-4,-4
1560,0,-4,1,0,-4,0,1,1,1984,1,2,3,-4,-4,-4,-4,-4,-4
1561,-2,-4,-2,-4,-4,-2,1,2,1984,1,2,-3,-4,-4,-4,-4,-4,-4
1562,0,-4,0,-4,-4,0,1,6,1984,1,2,0,-4,-4,-4,-4,-4,-4
1563,1,1,0,-4,-4,0,1,5,1983,1,1,4,-4,-4,-4,-4,-4,-4
1564,0,-4,0,-4,-4,0,1,7,1983,1,1,-4,-4,-4,-4,-4,-4,-4
1565,0,-4,0,-4,-4,0,2,11,1984,1,1,-4,-4,-4,-4,-4,-4,-4
1566,0,-4,0,-4,-4,0,2,10,1982,1,1,-3,-4,-4,-4,-4,-4,-4
1568,0,-4,0,-4,-4,0,2,9,1982,1,1,3,-4,-4,-4,-4,430,390
1569,0,-4,0,-4,-4,0,1,7,1981,1,2,-3,-4,-4,-4,-4,-4,-4
1570,1,-4,1,0,-4,0,1,9,1981,1,2,-4,-4,-4,-4,-4,-4,-4
1571,0,-4,0,-4,-4,0,2,12,1982,1,2,-4,-4,-4,-4,-4,-4,-4
1572,0,-4,0,-4,-4,0,1,4,1982,1,4,3,-4,-4,-4,-4,470,520
1573,1,2,1,5,5,1,1,5,1981,1,4,3,21,21,19,19,-4,-4
1574,0,-4,0,-4,-4,0,2,6,1983,1,4,4,-4,-4,-4,-4,550,530
1575,0,-4,1,0,-4,0,2,11,1981,1,4,2,-4,-4,-4,-4,490,380
1576,1,2,1,0,-4,1,2,1,1980,1,4,-3,-4,-4,-4,-4,-4,-4
1577,1,2,0,-4,-4,0,2,6,1984,1,4,-4,-4,-4,-4,-4,-4,-4
1578,0,-4,1,1,1,0,1,6,1981,1,4,2,-4,-4,-4,-4,-4,-4
1579,1,-4,0,-4,-4,0,1,1,1983,1,1,73,-4,-4,-4,-4,-4,-4
1580,1,-4,1,5,4,1,1,4,1980,1,1,-3,-4,-4,-4,-4,-4,-4
1581,1,3,1,17,3,0,1,1,1980,1,4,-4,-4,-4,-4,-4,-4,-4
1582,0,-4,0,-4,-4,0,2,1,1980,1,4,84,-4,-4,-4,-4,-4,-4
1583,1,1,1,10,2,1,1,3,1981,1,2,-3,-4,-4,-4,-4,-4,-4
1584,1,1,0,-4,-4,0,2,6,1982,1,2,-3,-4,-4,-4,-4,-4,-4
1585,0,-4,1,0,-4,0,2,10,1984,1,2,-3,-4,-4,-4,-4,-4,-4
1586,0,-4,1,18,1,0,1,3,1983,1,2,1,-4,-4,-4,-4,-4,-4
1587,1,2,1,4,5,0,2,6,1982,1,4,3,-4,-4,-4,-4,-4,-4
1588,0,-4,1,15,5,0,2,1,1984,1,4,4,-4,-4,-4,-4,-4,-4
1589,0,-4,0,-4,-4,0,1,9,1981,1,2,3,-4,-4,-4,-4,-4,-4
1590,0,-4,0,-4,-4,0,2,4,1983,1,4,-4,-4,-4,-4,-4,-4,-4
1591,0,-4,0,-4,-4,0,1,10,1982,1,4,-3,-4,-4,-4,-4,-4,-4
1592,1,-4,0,-4,-4,0,2,3,1981,1,4,-3,-4,-4,-4,-4,630,550
1593,0,-4,0,-4,-4,0,2,2,1983,1,4,-4,-4,-4,-4,-4,-4,-4
1594,1,20,1,2,0,1,2,11,1980,1,1,-4,-4,-4,-4,-4,-4,-4
1595,1,-4,1,0,-4,1,2,10,1982,1,1,-3,-4,-4,-4,-4,-4,-4
1596,0,-4,1,0,-4,0,1,3,1983,1,2,-4,-4,-4,-4,-4,-4,-4
1597,0,-4,1,0,-4,0,1,1,1982,1,1,-3,-4,-4,-4,-4,-4,-4
1598,0,-4,0,-4,-4,1,2,8,1980,1,2,-3,-4,-4,-4,-4,-4,-4
1599,0,-4,0,-4,-4,1,2,7,1981,1,2,-4,-4,-4,-4,-4,-4,-4
1600,1,4,1,6,4,0,2,1,1982,1,2,0,-4,-4,-4,-4,-4,-4
1601,1,-4,1,0,-4,0,2,4,1982,1,2,1,-4,-4,-4,-4,-4,-4
1602,0,-4,0,-4,-4,0,2,12,1984,1,2,2,-4,-4,-4,-4,-4,-4
1603,0,-4,1,0,-4,0,2,7,1980,1,2,-4,-4,-4,-4,-4,-4,-4
1604,1,1,1,1,0,0,2,1,1980,1,4,83,-4,-4,-4,-4,460,440
1605,1,-4,0,-4,-4,0,2,12,1982,1,4,84,-4,-4,-4,-4,-4,-4
1606,0,-4,0,-4,-4,0,2,3,1982,1,2,-4,-4,-4,-4,-4,-4,-4
1607,0,-4,0,-4,-4,0,1,3,1983,1,2,-4,-4,-4,-4,-4,-4,-4
1608,1,1,1,8,8,1,2,11,1980,1,4,-4,-4,-4,-4,-4,-4,-4
1609,1,-4,0,-4,-4,0,1,3,1983,1,4,-4,-4,-4,-4,-4,-4,-4
1610,0,-4,1,0,-4,1,2,7,1982,1,4,-4,-4,-4,-4,-4,-4,-4
1611,1,15,1,1,1,1,2,7,1982,1,4,-4,-4,-4,-4,-4,-4,-4
1612,1,1,1,0,-4,0,2,7,1982,1,4,75,-4,-4,-4,-4,440,410
1613,0,-4,0,-4,-4,0,1,4,1983,1,4,-4,-4,-4,-4,-4,-4,-4
1614,1,-4,1,0,-4,0,2,10,1980,1,4,92,-4,-4,-4,-4,690,540
1615,0,-4,0,-4,-4,0,1,3,1983,1,2,4,-4,-4,-4,-4,-4,-4
1616,1,1,1,12,13,1,2,3,1982,1,4,-4,-4,-4,-4,-4,-4,-4
1617,0,-4,1,0,-4,0,1,10,1983,1,4,-3,23,21,24,26,530,530
1618,0,-4,0,-4,-4,0,1,9,1980,1,4,5,-4,-4,-4,-4,620,520
1619,1,-4,1,3,3,0,1,5,1981,1,4,5,-4,-4,-4,-4,500,570
1620,0,-4,0,-4,-4,1,1,4,1984,1,4,5,-4,-4,-4,-4,550,660
1621,0,-4,1,0,-4,0,1,12,1981,1,4,-4,-4,-4,-4,-4,-4,-4
1622,0,-4,0,-4,-4,1,2,10,1984,1,3,-3,-4,-4,-4,-4,62,48
1623,0,-4,0,-4,-4,0,1,1,1983,1,4,-4,-4,-4,-4,-4,-4,-4
1624,0,-4,0,-4,-4,0,2,1,1984,1,4,85,-4,-4,-4,-4,690,680
1625,1,-4,1,1,5,0,1,2,1982,1,2,-4,-4,-4,-4,-4,-4,-4
1626,1,-4,1,0,-4,0,1,12,1984,1,2,-4,-4,-4,-4,-4,-4,-4
1627,0,-4,0,-4,-4,1,1,3,1982,1,4,-3,-4,-4,-4,-4,-4,-4
1628,1,-4,0,-4,-4,1,1,7,1983,1,4,-3,-4,-4,-4,-4,-4,-4
1629,0,-4,1,1,1,0,2,6,1982,1,4,7,-4,-4,-4,-4,730,660
1630,0,-4,1,0,-4,0,2,8,1981,1,4,-4,-4,-4,-4,-4,-4,-4
1631,1,-4,1,0,-4,0,1,12,1981,1,4,2,-4,-4,-4,-4,410,560
1632,0,-4,1,0,-4,0,1,3,1984,1,4,-3,-4,-4,-4,-4,-4,-4
1633,1,-4,1,0,-4,0,2,4,1980,1,4,4,-4,-4,-4,-4,670,630
1634,0,-4,0,-4,-4,0,2,5,1984,1,4,-4,-4,-4,-4,-4,-4,-4
1635,1,1,1,10,1,0,1,5,1980,1,4,4,-4,-4,-4,-4,600,650
1636,0,-4,0,-4,-4,0,1,11,1981,1,4,-3,-4,-4,-4,-4,-4,-4
1637,1,6,1,15,12,1,1,1,1983,1,4,-4,-4,-4,-4,-4,-4,-4
1638,0,-4,1,0,-4,1,1,7,1980,1,4,3,-4,-4,-4,-4,-4,-4
1639,0,-4,1,1,0,0,2,1,1984,1,4,-4,-4,-4,-4,-4,-4,-4
1640,0,-4,1,1,1,0,1,7,1982,1,4,73,-4,-4,-4,-4,-4,-4
1641,0,-4,0,-4,-4,0,2,8,1983,1,4,-3,-4,-4,-4,-4,-4,-4
1642,1,-4,1,0,-4,0,2,11,1983,1,4,3,-4,-4,-4,-4,590,600
1643,1,15,1,5,1,0,1,11,1981,1,4,3,-4,-4,-4,-4,-4,-4
1644,1,10,1,2,0,0,2,3,1981,1,4,86,-4,-4,-4,-4,560,540
1645,0,-4,1,0,-4,0,1,10,1981,1,4,3,-4,-4,-4,-4,560,490
1646,1,-4,0,-4,-4,0,1,4,1982,1,4,-3,-4,-4,-4,-4,350,430
1647,0,-4,0,-4,-4,0,2,11,1982,1,4,-4,-4,-4,-4,-4,-4,-4
1648,1,-4,1,2,0,0,1,9,1981,1,4,0,-4,-4,-4,-4,-4,-4
1649,1,-4,1,1,0,0,1,2,1981,1,4,3,-4,-4,-4,-4,510,440
1650,0,-4,0,-4,-4,0,1,7,1982,1,4,-4,-4,-4,-4,-4,-4,-4
1651,0,-4,0,-4,-4,0,2,10,1982,1,4,4,-4,-4,-4,-4,570,480
1652,0,-4,0,-4,-4,0,1,3,1981,1,4,5,-4,-4,-4,-4,-4,-4
1653,0,-4,1,0,-4,0,1,7,1983,1,4,2,-4,-4,-4,-4,480,460
1654,1,2,1,0,-4,0,1,3,1980,1,4,-3,-4,-4,-4,-4,-4,-4
1655,1,-4,1,0,-4,0,1,4,1982,1,4,-4,-4,-4,-4,-4,-4,-4
1656,0,-4,0,-4,-4,0,1,5,1984,1,4,4,23,21,25,23,450,570
1657,0,-4,0,-4,-4,1,2,5,1983,1,1,-4,-4,-4,-4,-4,-4,-4
1658,1,-4,0,-4,-4,0,2,11,1982,1,4,85,-4,-4,-4,-4,300,300
1659,1,-4,1,0,-4,0,1,12,1982,1,2,-3,-4,-4,-4,-4,-4,-4
1660,0,-4,0,-4,-4,0,2,5,1981,1,4,-4,-4,-4,-4,-4,-4,-4
1661,0,-4,1,2,2,0,1,9,1980,1,2,84,-4,-4,-4,-4,240,460
1662,1,15,1,5,3,0,1,12,1981,1,4,-4,-4,-4,-4,-4,-4,-4
1663,0,-4,1,0,-4,0,2,1,1984,1,2,67,-4,-4,-4,-4,-4,-4
1664,0,-4,0,-4,-4,0,1,8,1983,1,4,-4,-4,-4,-4,-4,-4,-4
1665,1,10,1,0,-4,0,1,7,1981,1,4,-4,-4,-4,-4,-4,-4,-4
1666,1,6,0,-4,-4,0,1,12,1981,1,4,-4,-4,-4,-4,-4,-4,-4
1667,0,-4,0,-4,-4,0,1,10,1984,1,4,3,-4,-4,-4,-4,410,440
1668,0,-4,0,-4,-4,1,1,2,1984,1,4,0,-4,-4,-4,-4,-4,-4
1669,1,-4,1,1,0,0,2,9,1981,1,4,4,-4,-4,-4,-4,650,720
1670,0,-4,0,-4,-4,0,2,8,1980,1,4,4,-4,-4,-4,-4,-4,-4
1671,0,-4,0,-4,-4,0,2,3,1982,1,4,3,19,19,19,18,-4,-4
1672,0,-4,0,-4,-4,0,2,12,1983,1,4,4,25,-3,-3,-3,-4,-4
1673,1,-4,1,0,-4,0,2,11,1982,1,4,-4,-4,-4,-4,-4,-4,-4
1674,0,-4,1,0,-4,1,2,6,1981,1,4,2,-4,-4,-4,-4,-4,-4
1675,0,-4,0,-4,-4,0,1,1,1984,1,4,1,-4,-4,-4,-4,-4,-4
1676,1,15,1,8,8,0,1,5,1980,1,4,2,-4,-4,-4,-4,-4,-4
1677,1,-4,0,-4,-4,0,2,4,1982,1,4,4,30,28,33,34,620,640
1678,0,-4,0,-4,-4,0,1,12,1983,1,4,4,23,16,17,17,530,640
1679,0,-4,0,-4,-4,0,2,2,1982,1,4,3,18,18,17,20,360,350
1680,0,-4,0,-4,-4,0,2,4,1982,1,4,4,27,28,28,28,580,660
1681,1,-4,1,15,2,0,1,2,1981,1,4,3,-4,-4,-4,-4,-4,-4
1682,1,-4,1,7,3,0,2,5,1980,1,4,4,-4,-4,-4,-4,480,470
1683,1,3,1,2,0,0,1,1,1980,1,2,2,-4,-4,-4,-4,-4,-4
1684,1,3,1,0,-4,0,2,1,1981,1,2,-4,-4,-4,-4,-4,-4,-4
1685,0,-4,0,-4,-4,0,1,3,1980,1,3,2,-4,-4,-4,-4,420,370
1686,0,-4,0,-4,-4,0,2,2,1982,1,4,82,22,24,18,23,410,270
1687,1,-4,1,1,1,0,1,11,1980,1,4,4,-4,-4,-4,-4,500,610
1688,1,-4,1,1,0,1,1,7,1983,1,4,94,-4,-4,-4,-4,670,650
1689,0,-4,0,-4,-4,0,2,3,1984,1,4,-4,-4,-4,-4,-4,-4,-4
1690,0,-4,0,-4,-4,0,2,12,1983,1,4,-4,-4,-4,-4,-4,-4,-4
1691,0,-4,0,-4,-4,0,2,12,1983,1,4,-4,-4,-4,-4,-4,-4,-4
1692,0,-4,0,-4,-4,0,1,9,1981,1,4,-4,-4,-4,-4,-4,-4,-4
1693,0,-4,0,-4,-4,0,1,10,1984,1,4,-4,-4,-4,-4,-4,-4,-4
1694,1,2,1,0,-4,0,1,5,1982,1,4,-4,-4,-4,-4,-4,-4,-4
1695,0,-4,0,-4,-4,0,1,11,1984,1,4,-4,-4,-4,-4,-4,-4,-4
1696,0,-4,0,-4,-4,0,1,5,1983,1,4,2,-4,-4,-4,-4,490,420
1697,0,-4,0,-4,-4,0,2,4,1984,1,4,-4,-4,-4,-4,-4,-4,-4
1698,0,-4,0,-4,-4,0,2,11,1980,1,4,3,-4,-4,-4,-4,430,430
1699,1,-4,1,0,-4,0,1,8,1982,1,4,-4,-4,-4,-4,-4,-4,-4
1700,1,-4,1,0,-4,0,1,8,1982,1,4,79,-4,-4,-4,-4,370,400
1701,0,-4,0,-4,-4,0,1,5,1984,1,4,2,-4,-4,-4,-4,430,470
1702,0,-4,0,-4,-4,0,1,4,1982,1,4,-4,-4,-4,-4,-4,-4,-4
1703,1,-4,1,0,-4,0,2,7,1980,1,4,2,-4,-4,-4,-4,-4,-4
1704,0,-4,0,-4,-4,0,1,7,1982,1,4,-4,-4,-4,-4,-4,-4,-4
1705,1,2,1,0,-4,0,2,11,1981,1,4,-4,-4,-4,-4,-4,-4,-4
1706,1,1,0,-4,-4,0,2,12,1984,1,4,-4,-4,-4,-4,-4,-4,-4
1707,0,-4,1,0,-4,0,1,10,1980,1,1,-4,-4,-4,-4,-4,-4,-4
1708,0,-4,0,-4,-4,0,1,8,1982,1,4,-4,-4,-4,-4,-4,-4,-4
1709,0,-4,1,2,0,0,2,5,1980,1,4,3,-4,-4,-4,-4,-4,-4
1710,1,2,1,0,-4,0,1,3,1983,1,4,-4,-4,-4,-4,-4,-4,-4
1711,1,-4,0,-4,-4,0,1,1,1980,1,4,2,-4,-4,-4,-4,-4,-4
1712,0,-4,0,-4,-4,0,2,1,1983,1,4,-4,-4,-4,-4,-4,-4,-4
1713,0,-4,0,-4,-4,0,2,12,1984,1,4,-4,-4,-4,-4,-4,-4,-4
1714,-3,-4,-3,-4,-4,-3,1,10,1983,1,2,-4,-4,-4,-4,-4,-4,-4
1715,1,-4,1,0,-4,0,1,2,1981,1,4,2,-4,-4,-4,-4,-4,-4
1716,0,-4,0,-4,-4,0,2,2,1982,1,4,3,-4,-4,-4,-4,-4,-4
1717,0,-4,0,-4,-4,0,2,12,1984,1,4,-4,-4,-4,-4,-4,-4,-4
1718,0,-4,0,-4,-4,0,2,4,1981,1,2,3,-4,-4,-4,-4,-4,-4
1719,0,-4,0,-4,-4,0,2,1,1983,1,2,2,-4,-4,-4,-4,-4,-4
1720,0,-4,0,-4,-4,0,1,10,1981,1,4,2,-4,-4,-4,-4,-4,-4
1721,1,1,0,-4,-4,0,1,9,1980,1,2,2,-4,-4,-4,-4,-4,-4
1722,1,20,1,25,20,0,1,3,1981,1,2,-4,-4,-4,-4,-4,-4,-4
1723,0,-4,0,-4,-4,0,2,6,1981,1,2,-4,-4,-4,-4,-4,-4,-4
1724,0,-4,0,-4,-4,0,1,3,1981,1,2,-4,-4,-4,-4,-4,-4,-4
1725,0,-4,0,-4,-4,0,1,3,1980,1,2,0,-4,-4,-4,-4,-4,-4
1726,1,-4,0,-4,-4,0,1,1,1982,1,2,-4,-4,-4,-4,-4,-4,-4
1727,1,1,0,-4,-4,0,1,6,1982,1,2,-4,-4,-4,-4,-4,-4,-4
1728,0,-4,0,-4,-4,0,2,4,1983,1,2,-4,-4,-4,-4,-4,-4,-4
1729,0,-4,0,-4,-4,0,1,12,1984,1,2,-4,-4,-4,-4,-4,-4,-4
1730,1,20,1,5,5,0,2,11,1981,1,4,1,-4,-4,-4,-4,-4,-4
1731,1,17,1,10,14,1,2,12,1980,1,4,-4,-4,-4,-4,-4,-4,-4
1732,0,-4,0,-4,-4,0,1,8,1984,1,4,2,-4,-4,-4,-4,-4,-4
1733,1,10,1,4,1,1,2,11,1981,1,4,3,-4,-4,-4,-4,-4,-4
1734,1,2,0,-4,-4,0,1,7,1983,1,4,-4,-4,-4,-4,-4,-4,-4
1735,1,3,1,6,2,0,1,3,1980,1,4,2,-4,-4,-4,-4,-4,-4
1736,1,-4,0,-4,-4,0,2,7,1983,1,4,3,24,24,23,25,-4,-4
1737,1,-4,1,0,-4,0,1,10,1981,1,4,-4,-4,-4,-4,-4,-4,-4
1738,0,-4,0,-4,-4,0,1,10,1981,1,4,-4,-4,-4,-4,-4,-4,-4
1739,1,1,1,3,0,1,2,10,1982,1,4,-4,-4,-4,-4,-4,-4,-4
1740,1,-4,0,-4,-4,0,1,10,1983,1,4,-4,-4,-4,-4,-4,-4,-4
1741,0,-4,0,-4,-4,0,1,11,1984,1,4,-4,-4,-4,-4,-4,-4,-4
1742,0,-4,0,-4,-4,0,2,10,1982,1,4,-4,-4,-4,-4,-4,-4,-4
1743,0,-4,0,-4,-4,0,2,10,1982,1,4,-4,-4,-4,-4,-4,-4,-4
1744,0,-4,0,-4,-4,0,1,11,1983,1,4,-4,-4,-4,-4,-4,-4,-4
1745,0,-4,0,-4,-4,0,2,5,1984,1,4,-4,-4,-4,-4,-4,-4,-4
1746,1,-4,0,-4,-4,0,1,10,1982,1,4,-4,-4,-4,-4,-4,-4,-4
