"R0000100","R0070400","R0070500","R0071000","R0357900","R0358100","R0358300","R0358500","R0358900","R0359100","R0536300","R0536401","R0536402","R1204700","R1205300","R1235800","R1302400","R1302500","R1302600","R1302700","R1482600","R9792900","R9793400","R9793500","R9793600","R9793700","R9793800","R9793900"
4808,2,1,1,1,30,1,0,0,-4,1,9,1980,8500,4,1,12,9,-4,9,4,77,-4,-4,-4,-4,-4,-4
4809,2,1,1,0,-4,0,-4,0,-4,2,8,1984,-4241,2,1,11,11,12,11,4,-4,-4,-4,-4,-4,-4,-4
4810,3,3,3,1,13,1,0,1,0,1,3,1982,61050,2,1,12,11,12,11,4,-4,-4,-4,-4,-4,-4,-4
4811,2,3,2,1,0,0,-4,1,0,2,8,1984,61050,2,1,12,11,12,11,4,-4,-4,-4,-4,-4,-4,-4
4812,1,1,1,0,-4,0,-4,0,-4,2,12,1983,101900,1,1,13,16,13,16,4,-4,-4,-4,-4,-4,-4,-4
4813,3,-2,-2,0,-4,0,-4,0,-4,1,4,1982,179900,1,1,16,18,16,18,4,-3,-4,-4,-4,-4,440,400
4814,1,1,1,0,-4,0,-4,0,-4,1,3,1983,202750,1,1,20,12,20,12,4,4,-4,-4,-4,-4,730,720
4815,1,1,1,0,-4,0,-4,0,-4,2,10,1983,42100,1,1,20,20,20,20,4,-4,-4,-4,-4,-4,-4,-4
4816,3,4,3,1,30,1,2,1,7,2,3,1980,-3,2,1,12,13,17,13,4,2,-4,-4,-4,-4,560,550
4817,4,2,4,1,30,1,0,1,25,1,3,1981,-3,2,1,12,13,17,13,4,2,-4,-4,-4,-4,-4,-4
4818,1,1,1,0,-4,0,-4,0,-4,1,1,1984,225000,1,1,14,14,14,14,4,3,-4,-4,-4,-4,640,600
4819,-2,-2,1,1,0,1,0,0,-4,1,1,1982,-3,1,1,5,20,5,20,4,-4,-4,-4,-4,-4,-4,-4
4820,3,2,1,0,-4,1,1,0,-4,1,3,1982,74300,4,1,12,14,-4,14,4,2,-4,-4,-4,-4,570,630
4821,1,1,1,0,-4,0,-4,0,-4,2,11,1983,74300,4,1,12,14,-4,14,4,3,-4,-4,-4,-4,480,470
4822,1,1,1,0,-4,0,-4,0,-4,2,11,1983,74300,4,1,12,14,-4,14,4,3,-4,-4,-4,-4,520,570
4823,4,4,3,0,-4,0,-4,0,-4,2,3,1982,125000,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
4824,3,3,3,1,0,1,0,0,-4,1,3,1981,-3,1,1,12,12,12,12,4,83,-4,-4,-4,-4,-4,-4
4825,4,2,4,0,-4,0,-4,0,-4,2,12,1981,252500,1,1,11,13,11,13,4,3,-4,-4,-4,-4,440,310
4826,3,2,4,0,-4,0,-4,0,-4,1,4,1980,384000,1,1,16,14,16,14,4,4,-4,-4,-4,-4,680,740
4827,4,3,4,0,-4,0,-4,0,-4,1,7,1981,384000,1,1,16,14,16,14,4,2,-4,-4,-4,-4,350,470
4828,3,3,4,0,-4,1,0,0,-4,2,4,1981,157750,1,1,12,12,12,12,4,3,-4,-4,-4,-4,560,440
4829,3,2,2,0,-4,0,-4,0,-4,2,7,1981,24550,2,1,13,13,13,13,4,1,-4,-4,-4,-4,270,340
4830,1,1,2,0,-4,0,-4,0,-4,1,10,1983,113500,1,1,20,18,20,18,4,4,-4,-4,-4,-4,600,610
4831,3,2,2,1,0,1,0,0,-4,1,12,1981,2500,5,1,12,12,12,-4,4,-3,-4,-4,-4,-4,-4,-4
4832,1,1,1,1,3,0,-4,0,-4,1,2,1983,63300,1,1,16,16,16,16,4,-4,-4,-4,-4,-4,-4,-4
4833,3,3,5,1,30,1,7,1,30,1,3,1980,273863,1,1,20,19,20,19,4,-4,-4,-4,-4,-4,-4,-4
4834,4,3,3,1,30,1,1,1,30,2,2,1980,-210,2,1,10,11,10,11,4,72,-4,-4,-4,-4,-4,-4
4835,3,1,1,0,-4,0,-4,0,-4,1,5,1983,-210,2,1,10,11,10,11,4,78,-4,-4,-4,-4,-4,-4
4836,4,3,3,0,-4,1,1,0,-4,1,9,1981,270500,1,1,13,14,13,14,4,-4,-4,-4,-4,-4,-4,-4
4837,3,2,1,1,0,0,-4,0,-4,2,3,1980,160700,1,1,12,16,12,16,4,-4,-4,-4,-4,-4,-4,-4
4838,5,3,3,1,2,1,0,0,-4,2,6,1982,170450,1,1,12,12,12,12,4,78,-4,-4,-4,-4,420,320
4839,1,1,1,0,-4,0,-4,0,-4,1,3,1984,455500,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
4840,3,2,1,1,0,0,-4,0,-4,1,9,1983,238500,1,1,16,12,16,12,4,77,-4,-4,-4,-4,-4,-4
4841,4,3,3,1,30,1,2,1,12,2,5,1982,70250,1,1,15,8,15,8,4,87,-4,-4,-4,-4,570,490
4842,5,1,3,1,2,1,0,0,-4,2,3,1984,70250,1,1,15,8,15,8,4,88,-4,-4,-4,-4,550,580
4843,4,3,5,1,0,1,0,0,-4,2,6,1981,-3,3,1,12,-4,12,12,4,82,-4,-4,-4,-4,-4,-4
4844,4,3,3,0,-4,0,-4,0,-4,1,2,1983,-3,2,1,11,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
4845,4,4,5,1,2,1,0,1,0,1,3,1981,64500,4,1,11,12,-4,12,4,1,-4,-4,-4,-4,-4,-4
4846,4,3,2,1,12,1,2,0,-4,2,2,1983,64500,4,1,11,12,-4,12,4,0,-4,-4,-4,-4,-4,-4
4847,4,5,5,1,30,1,10,1,30,1,8,1980,37450,8,1,-3,10,-4,-4,4,0,-4,-4,-4,-4,-4,-4
4848,2,1,1,0,-4,0,-4,0,-4,1,1,1984,66700,4,1,12,12,-4,12,4,83,-4,-4,-4,-4,-4,-4
4849,1,1,2,1,1,0,-4,0,-4,1,11,1982,117100,1,1,16,13,16,13,4,-3,-4,-4,-4,-4,430,390
4850,4,4,4,0,-4,1,0,1,0,2,5,1980,-4,9,1,-3,14,-4,-4,4,3,-4,-4,-4,-4,-4,-4
4851,1,1,1,0,-4,0,-4,0,-4,1,9,1984,-4,6,1,-4,-4,-4,12,4,2,-4,-4,-4,-4,460,410
4852,2,3,2,1,3,1,0,1,0,2,10,1980,600000,1,1,16,14,16,14,4,3,-4,-4,-4,-4,500,460
4853,1,-2,1,0,-4,0,-4,0,-4,1,5,1984,293500,1,1,18,17,18,17,4,3,-4,-4,-4,-4,590,490
4854,3,4,4,1,0,1,3,1,0,2,12,1982,-3,1,1,10,6,10,6,4,2,-4,-4,-4,-4,-4,-4
4855,2,1,1,1,2,1,0,0,-4,2,8,1983,138500,1,1,12,12,12,12,4,3,-4,-4,-4,-4,460,350
4856,5,4,1,1,0,1,1,1,0,2,12,1981,74001,2,1,-3,4,-3,4,2,3,-4,-4,-4,-4,330,390
4857,1,1,1,0,-4,1,0,0,-4,2,9,1984,74001,8,1,-3,2,-3,4,2,-3,-4,-4,-4,-4,-4,-4
4858,1,1,1,0,-4,0,-4,0,-4,2,11,1984,62900,1,1,17,17,17,17,4,5,-4,-4,-4,-4,590,620
4859,4,3,4,1,0,1,0,0,-4,2,1,1981,1750,4,1,12,12,-4,12,4,83,-4,-4,-4,-4,530,500
4860,4,3,3,1,4,1,1,0,-4,2,4,1980,47000,4,1,-4,13,-4,13,4,78,-3,-3,-3,-3,-4,-4
4861,4,4,5,1,30,1,1,1,0,1,6,1980,-3,1,1,12,12,12,12,4,-3,-4,-4,-4,-4,-4,-4
4862,2,2,2,0,-4,1,0,0,-4,2,4,1981,10700,1,1,11,12,11,12,4,91,-3,-3,-3,-3,570,530
4863,3,2,2,0,-4,0,-4,0,-4,1,11,1981,34500,1,1,14,16,14,16,4,-3,-4,-4,-4,-4,420,650
4864,1,1,1,1,0,0,-4,0,-4,1,7,1984,34500,1,1,14,16,14,16,4,-3,-4,-4,-4,-4,-4,-4
4865,4,2,3,1,0,1,0,1,0,2,3,1982,35600,1,1,12,16,12,16,4,72,-4,-4,-4,-4,-4,-4
4866,2,1,2,0,-4,0,-4,0,-4,1,2,1982,35000,4,1,12,12,-4,12,4,93,24,24,27,23,510,570
4867,-1,1,1,0,-4,0,-4,0,-4,2,3,1982,44500,2,1,-4,8,11,8,4,-3,-4,-4,-4,-4,-4,-4
4868,5,5,2,0,-4,0,-4,0,-4,2,10,1981,18750,1,1,11,11,11,11,4,-4,-4,-4,-4,-4,-4,-4
4869,2,2,1,0,-4,0,-4,0,-4,1,2,1983,-3,4,1,-4,11,-4,11,4,78,-4,-4,-4,-4,-4,-4
4870,2,2,3,1,1,1,1,0,-4,1,8,1980,-3,1,1,12,12,12,12,4,88,25,23,25,26,550,610
4871,4,3,1,1,0,1,0,0,-4,2,9,1981,-4,4,1,-4,13,-4,13,4,84,-4,-4,-4,-4,530,520
4872,1,1,1,0,-4,1,0,0,-4,1,12,1982,-4,4,1,-4,13,-4,13,4,77,-4,-4,-4,-4,-4,-4
4873,1,3,4,1,3,0,-4,0,-4,2,9,1982,75000,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
4874,1,1,3,1,0,0,-4,0,-4,1,6,1984,75000,1,1,12,12,12,12,4,79,-4,-4,-4,-4,-4,-4
4875,1,2,2,0,-4,1,2,0,-4,2,12,1982,-3,1,1,12,14,12,14,4,89,23,20,22,24,520,510
4876,5,5,5,0,-4,0,-4,0,-4,2,8,1982,-3,1,1,14,14,14,14,4,92,-4,-4,-4,-4,660,540
4877,1,-2,-2,0,-4,0,-4,0,-4,2,6,1984,-3,1,1,14,14,14,14,4,84,-4,-4,-4,-4,-4,-4
4878,3,2,2,1,0,1,2,0,-4,2,1,1982,-3,1,1,12,12,12,12,4,90,25,18,27,28,480,590
4879,1,1,1,0,-4,0,-4,0,-4,2,12,1984,22000,4,1,-4,14,-4,14,4,79,-4,-4,-4,-4,-4,-4
4880,5,2,1,1,0,0,-4,0,-4,2,2,1983,4550,3,1,9,12,9,11,4,-4,-4,-4,-4,-4,-4,-4
4881,3,2,2,0,-4,0,-4,0,-4,2,5,1983,85500,1,1,14,14,14,14,4,84,-4,-4,-4,-4,480,460
4882,4,3,4,0,-4,0,-4,0,-4,2,8,1981,4750,1,1,16,15,16,15,4,3,-4,-4,-4,-4,630,480
4883,1,1,2,0,-4,1,1,0,-4,1,10,1982,-3,1,1,14,12,14,12,4,69,-4,-4,-4,-4,-4,-4
4884,4,4,2,1,10,1,0,1,0,1,1,1980,-4,1,1,11,11,11,11,4,-3,-4,-4,-4,-4,-4,-4
4885,3,2,2,1,0,0,-4,0,-4,2,1,1983,51500,1,1,16,16,16,16,4,82,-4,-4,-4,-4,550,480
4886,2,1,1,0,-4,0,-4,0,-4,1,7,1984,-3,1,1,12,10,12,10,4,-4,-4,-4,-4,-4,-4,-4
4887,2,2,1,1,0,1,0,0,-4,1,4,1983,8000,4,1,-4,13,-4,13,4,80,-4,-4,-4,-4,500,600
4889,3,5,3,1,1,1,1,1,0,1,8,1982,-3,2,1,18,18,17,18,4,87,-4,-4,-4,-4,460,710
4890,1,1,1,0,-4,0,-4,0,-4,1,9,1983,94500,1,1,18,16,18,16,4,76,22,16,24,21,420,500
4891,3,2,2,0,-4,1,0,0,-4,1,8,1982,283500,4,1,12,13,-4,13,4,89,-4,-4,-4,-4,600,620
4892,4,1,1,1,0,0,-4,0,-4,1,8,1982,47750,1,1,9,11,9,11,4,-4,-4,-4,-4,-4,-4,-4
4893,5,4,4,1,30,1,15,1,-2,2,3,1980,-4,10,1,16,14,-4,-4,4,-3,-4,-4,-4,-4,-4,-4
4894,5,5,5,1,30,1,15,1,25,1,5,1980,44455,4,1,7,12,-4,12,4,75,-4,-4,-4,-4,-4,-4
4895,3,2,2,0,-4,0,-4,0,-4,2,12,1982,-3,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
4896,3,1,2,0,-4,1,0,0,-4,1,11,1982,4000,5,1,10,10,10,-4,4,69,-4,-4,-4,-4,-4,-4
4897,3,1,1,1,30,1,0,0,-4,1,5,1984,40500,1,1,13,12,13,12,4,89,-4,-4,-4,-4,500,590
4898,4,2,2,1,25,1,0,1,1,2,5,1982,-3,4,1,10,12,-4,12,4,-4,-4,-4,-4,-4,-4,-4
4899,4,5,3,1,0,1,1,0,-4,2,11,1982,-4,1,1,14,14,14,14,4,-4,-4,-4,-4,-4,-4,-4
4900,4,3,1,1,0,1,0,0,-4,1,9,1980,115250,1,1,12,14,12,14,4,81,-4,-4,-4,-4,-4,-4
4901,5,5,5,0,-4,1,0,0,-4,2,7,1980,35775,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
4902,3,2,5,1,30,0,-4,1,1,1,4,1983,35775,1,1,12,12,12,12,4,76,-4,-4,-4,-4,-4,-4
4903,1,2,1,0,-4,0,-4,0,-4,2,3,1983,20700,2,1,14,14,12,14,1,84,-4,-4,-4,-4,-4,-4
4904,3,4,4,1,3,1,0,1,0,2,8,1981,93300,1,1,12,16,12,16,4,72,-4,-4,-4,-4,-4,-4
4905,3,1,2,0,-4,0,-4,0,-4,2,4,1983,34550,1,1,10,13,10,13,4,84,18,18,16,18,390,430
4906,1,1,1,0,-4,0,-4,0,-4,1,5,1983,82100,6,1,-3,11,12,12,4,-4,-4,-4,-4,-4,-4,-4
4907,1,1,1,0,-4,1,1,0,-4,1,5,1984,82100,6,1,-3,11,12,12,4,-4,-4,-4,-4,-4,-4,-4
4908,4,5,5,0,-4,0,-4,1,0,1,11,1980,-4,5,1,12,12,12,-4,4,79,15,15,16,13,-4,-4
4909,4,2,5,1,3,1,0,1,1,1,8,1982,23150,5,1,12,12,12,-4,4,-4,-4,-4,-4,-4,-4,-4
4910,1,1,1,1,0,1,0,0,-4,1,4,1984,-4,5,1,12,12,12,-4,4,-4,-4,-4,-4,-4,-4,-4
4911,4,4,4,0,-4,1,3,0,-4,1,2,1982,172000,1,1,12,12,12,12,4,80,23,22,24,22,520,500
4912,1,1,3,0,-4,1,1,0,-4,1,1,1984,172000,1,1,12,12,12,12,4,76,-4,-4,-4,-4,-4,-4
4913,1,1,1,0,-4,0,-4,0,-4,1,2,1984,48500,1,1,14,12,14,12,4,93,-4,-4,-4,-4,620,580
4914,3,2,2,0,-4,0,-4,0,-4,1,10,1983,24500,1,1,12,14,12,14,4,52,-4,-4,-4,-4,-4,-4
4915,3,3,3,1,0,1,1,0,-4,2,7,1980,-3,1,1,12,12,12,12,4,91,24,22,26,26,580,580
4916,-2,-2,2,0,-4,0,-4,0,-4,1,10,1983,-3,1,1,12,12,12,12,4,82,-4,-4,-4,-4,530,510
4917,5,5,5,1,30,1,4,1,2,2,10,1981,59700,2,1,12,14,14,14,4,75,-4,-4,-4,-4,-4,-4
4918,1,1,1,0,-4,0,-4,0,-4,1,6,1981,242750,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
4919,1,1,1,0,-4,0,-4,0,-4,1,2,1984,242750,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
4920,2,1,1,0,-4,0,-4,0,-4,1,12,1984,82550,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
4921,2,2,1,0,-4,0,-4,0,-4,1,9,1981,158500,1,1,12,12,12,12,4,3,-4,-4,-4,-4,-4,-4
4922,1,1,1,0,-4,0,-4,0,-4,1,11,1983,158500,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
4923,3,2,2,0,-4,0,-4,0,-4,2,12,1983,158600,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
4924,1,1,1,0,-4,0,-4,0,-4,2,2,1981,92000,1,1,10,12,10,12,4,-4,-4,-4,-4,-4,-4,-4
4925,1,1,1,0,-4,0,-4,0,-4,2,2,1983,92000,1,1,10,12,10,12,4,-4,-4,-4,-4,-4,-4,-4
4926,4,4,3,1,0,1,0,0,-4,2,11,1980,600000,1,1,18,19,18,19,4,3,-4,-4,-4,-4,490,450
4927,2,1,1,0,-4,1,0,0,-4,1,3,1983,337719,1,1,12,20,12,20,4,-4,-4,-4,-4,-4,-4,-4
4928,2,2,2,0,-4,1,2,0,-4,1,7,1980,-4,1,1,12,12,12,12,4,0,-4,-4,-4,-4,-4,-4
4929,3,2,3,1,20,1,2,1,12,1,1,1982,-4,2,1,-4,12,16,12,4,-4,-4,-4,-4,-4,-4,-4
4930,2,2,1,0,-4,0,-4,0,-4,1,8,1984,-4,2,1,-4,12,16,12,4,1,-4,-4,-4,-4,-4,-4
4931,2,1,1,0,-4,0,-4,0,-4,1,6,1982,416500,1,1,12,12,12,12,4,3,-4,-4,-4,-4,-4,-4
4932,4,5,4,1,5,1,0,0,-4,1,4,1982,138900,1,1,14,12,14,12,4,-4,-4,-4,-4,-4,-4,-4
4933,4,2,4,1,-2,1,-2,0,-4,2,12,1981,33000,1,1,11,11,11,11,4,2,-4,-4,-4,-4,-4,-4
4934,1,1,1,0,-4,0,-4,0,-4,1,3,1984,8450,4,1,12,12,-4,12,4,1,-4,-4,-4,-4,-4,-4
4935,1,1,1,0,-4,0,-4,0,-4,2,12,1984,260500,2,1,-4,16,14,16,4,4,-4,-4,-4,-4,570,690
4936,4,2,2,1,0,1,0,0,-4,1,11,1982,-4,7,1,-3,-3,16,20,1,-4,-4,-4,-4,-4,-4,-4
4937,2,1,1,0,-4,0,-4,0,-4,1,3,1983,600000,7,1,-3,12,16,20,1,-4,-4,-4,-4,-4,-4,-4
4938,1,1,1,0,-4,0,-4,0,-4,2,9,1983,244050,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
4939,2,2,1,0,-4,0,-4,0,-4,1,9,1981,-3,5,1,16,12,16,-4,4,3,-4,-4,-4,-4,500,500
4940,3,2,-2,0,-4,0,-4,0,-4,1,12,1982,-3,5,1,16,12,16,-4,4,2,-4,-4,-4,-4,-4,-4
4941,1,1,2,0,-4,1,0,0,-4,2,10,1984,48000,1,1,16,14,16,14,4,4,-4,-4,-4,-4,710,600
4942,4,3,3,0,-4,0,-4,0,-4,1,1,1981,-3,1,1,12,12,12,12,4,3,-4,-4,-4,-4,-4,-4
4943,3,1,1,0,-4,0,-4,0,-4,1,11,1982,-3,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
4944,2,1,2,0,-4,0,-4,0,-4,2,7,1983,-3,1,1,12,12,12,12,4,2,-4,-4,-4,-4,530,470
4945,3,2,3,1,0,1,3,1,0,1,12,1980,36500,4,1,20,12,-4,12,4,2,-4,-4,-4,-4,480,400
4946,5,4,3,1,30,1,2,0,-4,1,1,1983,38700,4,1,-3,12,-4,12,4,-4,-4,-4,-4,-4,-4,-4
4947,4,3,3,0,-4,0,-4,0,-4,1,3,1983,203750,8,1,13,10,-4,-4,4,-4,-4,-4,-4,-4,-4,-4
4948,5,2,4,1,30,1,2,1,1,1,8,1981,78800,4,1,12,12,-4,12,4,-4,-4,-4,-4,-4,-4,-4
4949,1,1,1,1,0,0,-4,0,-4,2,12,1983,-857,4,1,9,14,-4,14,4,5,-4,-4,-4,-4,-4,-4
4950,5,3,4,1,30,1,1,1,10,1,9,1980,26500,5,1,11,10,11,-4,4,-4,-4,-4,-4,-4,-4,-4
4951,2,2,1,0,-4,0,-4,0,-4,1,3,1983,-4,-3,1,-3,-3,-3,-3,4,2,-4,-4,-4,-4,-4,-4
4952,2,1,1,0,-4,0,-4,0,-4,2,6,1984,-4,-3,1,-3,-3,-3,-3,4,3,-4,-4,-4,-4,470,480
4953,2,2,1,0,-4,0,-4,0,-4,1,2,1980,32860,1,1,12,10,12,10,4,1,-4,-4,-4,-4,-4,-4
4954,2,1,1,0,-4,0,-4,0,-4,1,6,1982,32860,1,1,12,10,12,10,4,2,-4,-4,-4,-4,-4,-4
4955,5,5,5,1,30,1,5,1,0,2,6,1981,1200,4,1,12,13,-4,13,4,2,-4,-4,-4,-4,-4,-4
4956,1,1,1,1,0,1,0,0,-4,2,10,1984,1200,4,1,12,13,-4,13,4,2,38,-3,-3,-3,-4,-4
4957,1,1,2,1,0,0,-4,1,0,1,5,1983,3000,4,1,-3,12,-4,12,4,-4,-4,-4,-4,-4,-4,-4
4958,3,1,3,1,20,1,15,1,2,2,3,1984,107000,1,1,12,12,12,12,4,1,44,-3,-3,-3,-4,-4
4959,2,1,1,1,0,0,-4,0,-4,2,12,1984,57750,1,1,9,12,9,12,4,81,-4,-4,-4,-4,-4,-4
4960,4,4,4,1,30,1,5,1,0,2,3,1980,18212,4,1,12,14,-4,14,4,2,-4,-4,-4,-4,440,420
4961,4,3,4,1,2,1,3,1,0,2,12,1980,60000,2,1,10,13,12,13,4,2,-4,-4,-4,-4,-4,-4
4962,5,2,2,1,0,1,0,0,-4,2,8,1984,60000,2,1,10,13,12,13,4,2,-4,-4,-4,-4,-4,-4
4963,5,4,4,1,30,1,10,1,1,2,5,1980,52000,2,1,10,12,12,12,4,2,-4,-4,-4,-4,-4,-4
4964,2,2,1,0,-4,0,-4,0,-4,2,12,1983,28953,4,1,12,16,-4,16,4,-4,-4,-4,-4,-4,-4,-4
4965,4,2,1,1,5,1,3,1,1,1,5,1982,28700,1,1,9,12,9,12,4,3,-4,-4,-4,-4,-4,-4
4966,3,2,2,1,0,0,-4,0,-4,2,1,1984,28700,1,1,9,12,9,12,4,-4,-4,-4,-4,-4,-4,-4
4967,2,1,2,1,0,0,-4,0,-4,2,7,1983,82050,1,1,16,12,16,12,4,3,-4,-4,-4,-4,500,450
4968,3,2,2,1,0,0,-4,0,-4,2,7,1983,82050,1,1,16,12,16,12,4,3,-4,-4,-4,-4,480,390
4969,3,1,1,1,0,0,-4,0,-4,2,1,1983,72400,1,1,12,14,12,14,4,2,-4,-4,-4,-4,-4,-4
4970,3,4,2,1,0,1,0,0,-4,1,2,1980,239900,1,1,12,12,12,12,4,3,-4,-4,-4,-4,380,370
4971,2,1,2,0,-4,0,-4,0,-4,1,11,1983,184000,2,1,12,17,18,17,4,-4,-4,-4,-4,-4,-4,-4
4972,4,3,1,0,-4,0,-4,0,-4,1,2,1980,19050,5,1,12,10,12,-4,4,3,-4,-4,-4,-4,-4,-4
4973,4,5,5,1,30,1,20,1,5,2,1,1980,58660,4,1,12,12,-4,12,4,-3,-4,-4,-4,-4,-4,-4
4974,4,4,5,1,30,0,-4,0,-4,2,6,1981,58660,4,1,12,12,-4,12,4,-4,-4,-4,-4,-4,-4,-4
4975,1,1,1,0,-4,0,-4,0,-4,1,12,1983,16000,4,1,12,12,-4,12,4,-4,-4,-4,-4,-4,-4,-4
4976,3,3,3,0,-4,0,-4,0,-4,2,6,1981,34205,1,1,12,13,12,13,4,2,-4,-4,-4,-4,-4,-4
4977,1,1,1,1,1,0,-4,0,-4,1,9,1984,108150,4,1,10,12,-4,12,4,-4,-4,-4,-4,-4,-4,-4
4978,1,2,1,0,-4,0,-4,0,-4,2,5,1982,23500,4,1,10,10,-4,10,4,3,-4,-4,-4,-4,-4,-4
4979,1,1,1,0,-4,0,-4,0,-4,2,12,1984,13850,2,1,12,13,12,13,4,-4,-4,-4,-4,-4,-4,-4
4980,2,2,1,0,-4,1,1,0,-4,1,2,1984,-3,1,1,14,12,14,12,4,-4,-4,-4,-4,-4,-4,-4
4981,3,1,1,0,-4,0,-4,0,-4,1,5,1984,-3,2,1,-3,13,-3,13,4,-4,-4,-4,-4,-4,-4,-4
4982,3,2,3,1,0,1,3,1,0,2,9,1981,87700,1,1,16,16,16,16,4,5,-4,-4,-4,-4,380,450
4983,2,1,1,0,-4,0,-4,0,-4,1,6,1983,4750,4,1,-4,12,-4,12,4,-4,-4,-4,-4,-4,-4,-4
4984,3,3,3,1,0,1,5,1,5,1,1,1981,138500,1,1,14,15,14,15,4,3,-4,-4,-4,-4,430,370
4985,2,-2,4,1,0,0,-4,0,-4,2,1,1980,11250,4,1,-4,12,-4,12,4,2,-4,-4,-4,-4,-4,-4
4986,4,3,4,1,0,1,5,1,10,1,8,1981,74500,1,1,12,14,12,14,4,62,-4,-4,-4,-4,-4,-4
4987,2,1,1,0,-4,0,-4,0,-4,1,4,1983,104650,1,1,14,12,14,12,4,3,-4,-4,-4,-4,540,510
4988,3,2,3,1,27,1,0,1,0,2,6,1980,-3,2,1,-3,13,14,13,4,82,-4,-4,-4,-4,-4,-4
4989,2,1,3,1,0,0,-4,0,-4,1,1,1982,44800,2,1,-3,11,14,11,4,-4,-4,-4,-4,-4,-4,-4
4990,3,2,2,1,0,1,0,1,0,2,1,1982,99000,2,1,12,11,20,11,4,87,-4,-4,-4,-4,-4,-4
4991,1,1,1,0,-4,0,-4,0,-4,2,7,1984,99000,2,1,12,11,20,11,4,85,-4,-4,-4,-4,-4,-4
4992,2,4,4,1,20,1,1,1,0,1,5,1981,104500,1,1,16,16,16,16,4,81,-4,-4,-4,-4,-4,-4
4993,4,2,5,1,0,1,0,1,0,2,11,1982,104500,1,1,16,16,16,16,4,-3,-4,-4,-4,-4,430,400
4994,4,4,5,1,1,0,-4,1,0,2,7,1984,104500,1,1,16,16,16,16,4,-3,-4,-4,-4,-4,550,560
4995,3,3,1,0,-4,0,-4,0,-4,2,5,1981,-3,1,1,12,12,12,12,4,84,-4,-4,-4,-4,-4,-4
4996,2,2,3,0,-4,0,-4,0,-4,2,7,1983,-3,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
4997,2,2,2,0,-4,0,-4,0,-4,1,7,1983,-4,1,1,12,18,12,18,4,79,-4,-4,-4,-4,-4,-4
4998,2,3,1,0,-4,0,-4,0,-4,2,5,1982,4500,5,1,-3,-3,-3,-4,2,65,-4,-4,-4,-4,-4,-4
4999,4,3,4,1,0,0,-4,0,-4,2,9,1983,4500,5,1,-3,-3,-3,-4,2,-4,-4,-4,-4,-4,-4,-4
5000,4,3,5,0,-4,0,-4,0,-4,1,2,1982,-4,2,1,-3,12,10,12,4,3,-4,-4,-4,-4,-4,-4
5001,4,1,1,0,-4,0,-4,0,-4,2,1,1983,-4,2,1,-3,12,10,12,4,2,-4,-4,-4,-4,-4,-4
5002,3,1,1,1,30,1,1,1,0,1,2,1983,-3,1,1,8,10,8,10,4,-4,-4,-4,-4,-4,-4,-4
5003,1,1,1,1,0,0,-4,0,-4,2,9,1984,-3,1,1,8,10,8,10,4,2,-4,-4,-4,-4,-4,-4
5004,3,4,2,1,30,1,0,0,-4,1,2,1983,500,4,1,11,12,-4,12,4,-3,-4,-4,-4,-4,-4,-4
5005,2,1,1,1,0,1,0,0,-4,2,6,1984,500,4,1,-3,12,-4,12,4,-3,-4,-4,-4,-4,-4,-4
5006,1,1,1,0,-4,0,-4,0,-4,1,10,1983,4500,1,1,16,12,16,12,4,3,-4,-4,-4,-4,410,480
5007,1,1,1,0,-4,0,-4,0,-4,2,10,1984,303138,1,1,13,15,13,15,4,90,-4,-4,-4,-4,-4,-4
5008,1,1,1,0,-4,0,-4,0,-4,2,11,1983,195500,2,1,12,14,16,14,4,-3,-4,-4,-4,-4,-4,-4
5009,4,4,4,1,0,1,2,1,4,2,2,1980,100800,5,1,12,12,12,-4,4,77,-4,-4,-4,-4,-4,-4
5010,3,4,4,1,3,1,2,1,0,1,3,1980,38125,4,1,12,12,-4,12,4,87,-4,-4,-4,-4,460,480
5011,3,4,2,1,8,1,12,1,0,2,1,1981,-4,5,1,11,12,11,-4,4,82,-4,-4,-4,-4,440,440
5012,3,4,3,1,30,1,2,1,25,1,12,1980,6760,4,1,12,12,-4,12,4,-3,-4,-4,-4,-4,-4,-4
5013,3,1,2,1,0,1,0,0,-4,1,9,1982,6760,4,1,12,12,-4,12,4,-4,-4,-4,-4,-4,-4,-4
5014,2,3,4,1,0,1,7,1,0,1,6,1981,459500,8,1,13,14,-3,-3,4,73,-4,-4,-4,-4,-4,-4
