"R0000100","R0070400","R0070500","R0071000","R0357900","R0358100","R0358300","R0358500","R0358900","R0359100","R0536300","R0536401","R0536402","R1204700","R1205300","R1235800","R1302400","R1302500","R1302600","R1302700","R1482600","R9792900","R9793400","R9793500","R9793600","R9793700","R9793800","R9793900"
7619,4,4,4,0,-4,0,-4,0,-4,2,3,1982,0,4,0,12,14,-4,14,1,-4,-4,-4,-4,-4,-4,-4
7620,1,1,1,0,-4,0,-4,0,-4,1,4,1983,-4,1,0,16,12,16,12,1,2,-4,-4,-4,-4,510,540
7621,2,2,2,1,1,1,3,1,0,1,5,1981,345001,1,0,18,19,18,19,2,-4,-4,-4,-4,-4,-4,-4
7622,1,1,1,0,-4,0,-4,0,-4,2,9,1983,-3,1,0,14,17,14,17,1,-4,-4,-4,-4,-4,-4,-4
7623,1,1,1,0,-4,0,-4,0,-4,2,11,1981,467500,4,0,19,18,-4,18,1,-4,-4,-4,-4,-4,-4,-4
7624,-2,-2,-2,0,-4,0,-4,0,-4,1,7,1983,-3,6,0,-3,-3,16,-3,1,-3,-4,-4,-4,-4,-4,-4
7625,1,1,1,0,-4,0,-4,0,-4,2,11,1984,-3,4,0,-3,11,-4,11,1,-3,-4,-4,-4,-4,-4,-4
7626,4,3,3,1,0,0,-4,0,-4,2,1,1980,9250,1,0,12,12,12,12,1,3,-4,-4,-4,-4,390,450
7627,3,-2,-2,1,0,0,-4,0,-4,1,5,1982,9250,1,0,12,12,12,12,1,-3,-4,-4,-4,-4,-4,-4
7628,2,1,1,0,-4,0,-4,0,-4,2,10,1984,9250,1,0,12,12,12,12,1,-3,-4,-4,-4,-4,270,310
7629,3,1,2,0,-4,0,-4,0,-4,1,7,1981,7900,5,0,10,12,10,-4,1,0,-4,-4,-4,-4,-4,-4
7630,3,4,1,1,17,1,0,0,-4,1,7,1981,7900,5,0,10,12,10,-4,1,-4,-4,-4,-4,-4,-4,-4
7631,1,1,1,0,-4,0,-4,0,-4,1,7,1984,37500,4,0,-3,14,-4,14,1,1,-4,-4,-4,-4,-4,-4
7632,4,2,4,1,6,1,7,0,-4,2,1,1982,-4,9,0,-3,-3,-4,-4,1,0,-4,-4,-4,-4,-4,-4
7633,3,3,3,0,-4,1,1,1,0,2,6,1984,7500,4,0,12,11,-4,11,1,-4,-4,-4,-4,-4,-4,-4
7634,4,4,4,1,0,1,0,1,0,2,12,1980,-4,10,0,-3,16,-4,-4,2,3,-4,-4,-4,-4,-4,-4
7635,3,2,1,1,0,1,3,1,2,2,12,1981,150,4,0,16,14,-4,14,1,2,-4,-4,-4,-4,-4,-4
7636,3,1,5,1,0,0,-4,1,0,2,1,1983,150,4,0,16,14,-4,14,1,-4,-4,-4,-4,-4,-4,-4
7637,3,2,4,0,-4,0,-4,0,-4,2,8,1984,150,4,0,16,14,-4,14,1,3,-4,-4,-4,-4,440,430
7638,4,5,5,1,7,1,8,1,9,1,11,1980,500,4,0,-3,12,-4,12,1,-4,-4,-4,-4,-4,-4,-4
7639,3,3,3,0,-4,0,-4,0,-4,2,5,1981,1750,4,0,-3,12,-3,12,1,3,-4,-4,-4,-4,-4,-4
7640,1,1,1,0,-4,1,1,0,-4,1,9,1982,1750,4,0,-3,12,-3,12,1,1,-4,-4,-4,-4,-4,-4
7641,5,5,4,0,-4,0,-4,0,-4,1,9,1980,33750,1,0,10,16,10,16,1,3,-4,-4,-4,-4,460,450
7642,5,5,5,0,-4,1,0,0,-4,1,7,1981,10800,1,0,14,16,14,16,1,-4,-4,-4,-4,-4,-4,-4
7643,1,1,1,1,1,1,1,0,-4,1,9,1984,40500,2,0,12,16,16,16,1,2,-4,-4,-4,-4,-4,-4
7644,3,3,3,0,-4,1,1,0,-4,2,9,1982,7500,4,0,7,12,-4,12,1,-4,-4,-4,-4,-4,-4,-4
7645,1,1,1,0,-4,0,-4,0,-4,1,3,1983,72300,1,0,12,13,12,13,1,2,-4,-4,-4,-4,-4,-4
7646,1,1,1,1,0,1,0,0,-4,2,11,1983,54000,1,0,14,12,14,12,1,3,-4,-4,-4,-4,-4,-4
7647,5,5,4,0,-4,1,2,0,-4,2,6,1982,22250,4,0,12,13,-4,13,1,3,-4,-4,-4,-4,-4,-4
7648,2,2,1,1,0,0,-4,0,-4,1,1,1984,3000,2,0,12,12,12,12,1,2,-4,-4,-4,-4,-4,-4
7649,3,2,4,0,-4,1,0,1,0,1,3,1981,33500,1,0,16,16,16,16,1,2,13,11,14,13,-4,-4
7650,1,1,3,0,-4,0,-4,0,-4,2,12,1982,33500,1,0,16,16,16,16,1,3,18,22,17,16,500,340
7651,3,1,4,0,-4,1,0,0,-4,1,7,1982,354500,1,0,14,14,14,14,1,3,-4,-4,-4,-4,-4,-4
7652,4,3,4,1,30,1,1,1,25,2,3,1980,19700,2,0,12,13,14,13,2,-4,-4,-4,-4,-4,-4,-4
7653,2,3,2,0,-4,1,0,0,-4,2,10,1981,-3,2,0,12,13,13,13,1,2,-4,-4,-4,-4,400,390
7654,2,2,2,1,0,1,1,0,-4,2,7,1982,-4,7,0,-4,-3,13,13,1,-4,-4,-4,-4,-4,-4,-4
7655,2,1,1,0,-4,0,-4,0,-4,2,10,1984,76500,2,0,-3,14,12,14,1,-4,-4,-4,-4,-4,-4,-4
7656,4,4,3,0,-4,0,-4,0,-4,1,9,1981,34750,1,0,12,12,12,12,1,-4,-4,-4,-4,-4,-4,-4
7657,2,1,1,1,0,1,1,1,0,2,1,1983,34750,1,0,12,12,12,12,1,-4,-4,-4,-4,-4,-4,-4
7658,4,1,5,1,0,0,-4,0,-4,1,11,1982,11000,6,0,-4,-4,-4,14,1,1,-4,-4,-4,-4,-4,-4
7659,4,3,4,0,-4,0,-4,0,-4,2,11,1980,5500,4,0,12,12,-4,12,1,0,-4,-4,-4,-4,-4,-4
7660,3,2,3,0,-4,0,-4,0,-4,1,12,1981,-3,1,0,12,12,12,12,1,-4,-4,-4,-4,-4,-4,-4
7661,5,3,2,0,-4,0,-4,0,-4,1,3,1984,-3,1,0,12,12,12,12,1,-4,-4,-4,-4,-4,-4,-4
7662,2,1,2,0,-4,0,-4,0,-4,2,6,1984,-3,1,0,12,12,12,12,1,-4,-4,-4,-4,-4,-4,-4
7663,4,4,3,1,0,1,3,1,7,1,3,1981,-3,8,0,-3,-3,-4,-4,1,-4,-4,-4,-4,-4,-4,-4
7664,3,2,3,1,1,1,0,1,1,1,6,1983,-3,8,0,-3,-3,-4,-4,1,0,-4,-4,-4,-4,-4,-4
7665,5,4,5,1,25,1,7,0,-4,2,7,1982,29750,1,0,12,10,12,10,2,3,-4,-4,-4,-4,-4,-4
7666,2,4,3,1,0,0,-4,0,-4,2,11,1982,48500,1,0,12,16,12,16,1,-4,-4,-4,-4,-4,-4,-4
7667,5,4,4,0,-4,0,-4,0,-4,1,6,1981,-3,1,0,12,12,12,12,1,4,19,19,19,22,530,450
7668,3,1,2,0,-4,0,-4,0,-4,2,6,1984,4650,4,0,-3,10,-4,10,1,1,-4,-4,-4,-4,-4,-4
7669,1,2,2,0,-4,1,0,0,-4,1,3,1981,-4,1,0,-3,-3,-3,-3,1,3,15,13,18,11,340,410
7670,2,1,2,0,-4,0,-4,1,0,1,3,1984,-4,1,0,-3,-3,-3,-3,1,1,-4,-4,-4,-4,-4,-4
7671,4,5,5,0,-4,0,-4,0,-4,2,12,1983,4066,4,0,12,11,-4,11,1,3,-4,-4,-4,-4,-4,-4
7672,2,1,3,0,-4,1,1,0,-4,1,1,1984,8950,4,0,14,11,-4,11,1,1,-4,-4,-4,-4,-4,-4
7673,1,1,1,0,-4,0,-4,0,-4,1,4,1984,40700,2,0,-4,12,10,12,1,-3,-4,-4,-4,-4,-4,-4
7674,3,3,3,0,-4,1,0,0,-4,1,2,1984,3850,4,0,11,14,-4,14,2,1,-4,-4,-4,-4,-4,-4
7675,2,1,3,1,0,0,-4,0,-4,1,7,1981,-3300,4,0,12,10,-4,10,2,-4,-4,-4,-4,-4,-4,-4
7676,3,1,1,1,1,0,-4,0,-4,1,9,1983,-3300,4,0,12,10,-4,10,2,0,-4,-4,-4,-4,-4,-4
7677,1,1,1,0,-4,0,-4,0,-4,1,4,1983,-3300,10,0,12,-3,-4,10,2,2,-4,-4,-4,-4,-4,-4
7678,4,4,4,1,0,1,0,0,-4,1,10,1980,2950,4,0,-3,12,-4,12,1,2,14,12,14,14,350,300
7680,4,2,5,1,0,1,2,1,0,1,4,1980,4450,4,0,12,12,-4,12,2,2,-4,-4,-4,-4,-4,-4
7681,5,3,2,1,20,1,3,0,-4,2,9,1980,3750,4,0,-3,4,-4,4,2,-4,-4,-4,-4,-4,-4,-4
7682,3,2,2,1,0,1,0,0,-4,2,1,1982,-3,4,0,18,12,-4,12,2,2,-4,-4,-4,-4,-4,-4
7683,4,2,3,1,0,1,0,0,-4,2,11,1980,-4,8,0,12,11,-4,-4,2,3,-4,-4,-4,-4,-4,-4
7684,1,1,1,1,0,0,-4,0,-4,2,7,1980,2600,4,0,14,12,-4,12,1,2,-4,-4,-4,-4,-4,-4
7685,2,1,2,0,-4,0,-4,0,-4,2,7,1980,159000,1,0,16,17,16,17,1,4,20,20,19,19,-4,-4
7686,2,1,1,0,-4,0,-4,0,-4,2,4,1983,159000,1,0,16,17,16,17,1,4,23,27,23,22,-4,-4
7687,3,2,3,0,-4,0,-4,0,-4,2,7,1984,1500,1,0,8,11,8,11,1,3,15,19,22,15,420,330
7688,4,1,1,1,0,0,-4,0,-4,2,10,1982,17219,4,0,-3,12,-4,12,1,3,-4,-4,-4,-4,-4,-4
7689,1,1,1,0,-4,0,-4,0,-4,2,7,1982,-4,4,0,-3,12,-4,12,1,3,16,11,17,18,-4,-4
7690,3,1,1,0,-4,0,-4,0,-4,2,9,1982,266500,1,0,12,12,12,12,2,3,32,31,49,29,420,500
7691,1,-2,1,0,-4,0,-4,0,-4,1,11,1982,-4,4,0,14,9,-4,9,2,-4,-4,-4,-4,-4,-4,-4
7692,4,1,3,1,0,0,-4,0,-4,2,8,1980,6250,4,0,12,12,-4,12,1,1,-4,-4,-4,-4,-4,-4
7693,1,1,2,0,-4,0,-4,0,-4,1,1,1983,6250,4,0,12,12,-4,12,1,2,-4,-4,-4,-4,-4,-4
7694,3,3,1,0,-4,1,2,0,-4,2,2,1983,2550,3,0,14,13,14,14,1,-4,-4,-4,-4,-4,-4,-4
7695,1,1,1,0,-4,0,-4,0,-4,2,11,1983,21250,1,0,11,14,11,14,1,2,-4,-4,-4,-4,-4,-4
7696,4,4,4,0,-4,0,-4,0,-4,1,9,1981,-4,4,0,12,13,-4,13,1,2,-4,-4,-4,-4,-4,-4
7697,5,2,2,0,-4,0,-4,0,-4,2,10,1982,-4,4,0,12,13,-4,13,1,-4,-4,-4,-4,-4,-4,-4
7698,4,3,4,1,0,0,-4,1,0,2,7,1980,3762,4,0,-3,8,-4,8,1,1,-4,-4,-4,-4,-4,-4
7699,2,-2,2,0,-4,0,-4,0,-4,1,12,1983,700,4,0,-3,13,-4,13,1,2,-4,-4,-4,-4,-4,-4
7700,-2,-2,-2,0,-4,1,4,1,0,1,12,1981,500,4,0,-4,-3,-4,-3,1,0,-4,-4,-4,-4,-4,-4
7701,2,1,3,1,2,1,2,1,3,2,11,1983,500,4,0,-3,-3,-4,-3,1,0,-4,-4,-4,-4,-4,-4
7702,2,2,4,0,-4,0,-4,0,-4,2,2,1982,-4,4,0,6,4,-4,4,2,-4,-4,-4,-4,-4,-4,-4
7703,1,1,1,0,-4,0,-4,0,-4,1,7,1983,-4,1,0,10,8,10,8,2,3,19,16,17,20,-4,-4
7704,4,2,3,1,30,1,0,0,-4,1,5,1981,-4,4,0,12,13,-4,13,2,0,-4,-4,-4,-4,-4,-4
7705,2,1,1,0,-4,0,-4,0,-4,2,9,1984,9850,4,0,12,13,-4,13,2,3,-4,-4,-4,-4,410,7
7706,1,1,1,0,-4,0,-4,0,-4,1,10,1981,27890,5,0,12,11,12,-4,2,-4,-4,-4,-4,-4,-4,-4
7707,1,1,1,0,-4,0,-4,0,-4,2,8,1984,2750,4,0,12,12,-4,12,1,-4,-4,-4,-4,-4,-4,-4
7708,3,1,3,0,-4,0,-4,0,-4,2,7,1984,-8250,4,0,-3,11,-4,11,1,-4,-4,-4,-4,-4,-4,-4
7709,-2,-2,-2,0,-4,0,-4,0,-4,2,12,1980,1750,4,0,12,10,-4,10,1,-4,-4,-4,-4,-4,-4,-4
7710,2,1,1,0,-4,0,-4,0,-4,1,11,1984,1650,1,0,5,11,5,11,1,-4,-4,-4,-4,-4,-4,-4
7711,3,2,4,0,-4,1,0,1,0,2,8,1981,-750,4,0,10,12,-4,12,1,-4,-4,-4,-4,-4,-4,-4
7712,4,2,1,1,0,1,0,0,-4,1,4,1980,-99500,4,0,-3,14,-4,14,1,-4,-4,-4,-4,-4,-4,-4
7713,4,4,3,0,-4,1,0,0,-4,2,10,1980,30500,9,0,-3,-3,-4,-4,1,3,-4,-4,-4,-4,-4,-4
7714,2,3,4,1,0,1,0,1,0,1,11,1981,2750,4,0,12,10,-4,10,1,-3,-4,-4,-4,-4,-4,-4
7715,5,2,1,1,1,1,0,1,0,2,8,1982,2750,4,0,12,10,-4,10,1,-4,-4,-4,-4,-4,-4,-4
7716,2,1,1,0,-4,0,-4,0,-4,2,3,1982,17100,4,0,11,13,-4,13,1,-4,-4,-4,-4,-4,-4,-4
7717,5,4,2,0,-4,0,-4,0,-4,2,1,1980,6000,4,0,10,12,-4,12,1,2,-4,-4,-4,-4,-4,-4
7718,4,3,4,1,0,1,0,0,-4,1,12,1980,-11250,4,0,12,13,-4,13,1,-4,-4,-4,-4,-4,-4,-4
7719,3,1,3,0,-4,0,-4,0,-4,2,1,1983,1750,4,0,-3,12,-4,12,1,-4,-4,-4,-4,-4,-4,-4
7720,5,1,1,0,-4,0,-4,0,-4,2,3,1984,1750,4,0,12,12,-4,12,1,-4,-4,-4,-4,-4,-4,-4
7721,3,2,4,0,-4,0,-4,0,-4,1,12,1980,1570,4,0,12,15,-4,15,1,-4,-4,-4,-4,-4,-4,-4
7722,5,1,5,0,-4,0,-4,1,4,1,1,1982,13599,4,0,-3,14,-4,14,1,-4,-4,-4,-4,-4,-4,-4
7723,1,1,3,0,-4,0,-4,0,-4,1,3,1983,13599,4,0,11,14,-4,14,1,-4,-4,-4,-4,-4,-4,-4
7724,2,1,2,0,-4,0,-4,0,-4,2,4,1983,300,4,0,12,15,-4,15,1,-4,-4,-4,-4,-4,-4,-4
7725,4,1,1,0,-4,0,-4,0,-4,1,12,1981,500,4,0,12,12,-4,12,1,-4,-4,-4,-4,-4,-4,-4
7726,2,1,2,0,-4,0,-4,0,-4,1,8,1983,500,4,0,-3,12,-4,12,1,-4,-4,-4,-4,-4,-4,-4
7727,3,1,5,0,-4,1,0,0,-4,1,2,1982,1750,4,0,10,12,-4,12,1,-3,-4,-4,-4,-4,-4,-4
7728,1,1,1,0,-4,0,-4,0,-4,2,3,1983,1750,4,0,10,12,-4,12,1,-4,-4,-4,-4,-4,-4,-4
7729,1,1,1,0,-4,0,-4,0,-4,1,4,1982,-200,4,0,-3,8,-4,8,1,-3,-4,-4,-4,-4,-4,-4
7730,1,1,1,0,-4,1,0,0,-4,2,4,1982,-200,4,0,-3,8,-4,8,1,-3,-4,-4,-4,-4,-4,-4
7731,2,3,3,0,-4,1,0,0,-4,1,7,1982,1750,4,0,12,11,-4,11,1,81,-4,-4,-4,-4,-4,-4
7732,4,5,2,0,-4,0,-4,0,-4,2,1,1984,1750,4,0,12,11,-4,11,1,80,-4,-4,-4,-4,-4,-4
7733,5,5,5,1,0,1,0,1,0,1,8,1980,2750,4,0,9,12,-4,12,1,-4,-4,-4,-4,-4,-4,-4
7734,3,3,1,1,0,1,0,0,-4,2,12,1982,2750,4,0,9,12,-4,12,1,-4,-4,-4,-4,-4,-4,-4
7735,1,1,5,1,0,0,-4,0,-4,1,4,1984,2750,4,0,9,12,-4,12,1,-4,-4,-4,-4,-4,-4,-4
7736,1,1,1,1,1,0,-4,0,-4,2,2,1984,1700,4,0,12,11,-4,11,1,75,-4,-4,-4,-4,-4,-4
7737,1,1,1,0,-4,0,-4,0,-4,1,10,1982,-3,4,0,9,9,-4,9,1,-4,-4,-4,-4,-4,-4,-4
7738,1,1,1,0,-4,0,-4,0,-4,2,3,1981,39500,1,0,12,12,12,12,1,90,-4,-4,-4,-4,570,480
7739,1,1,1,0,-4,0,-4,0,-4,1,10,1983,-4,1,0,12,12,12,12,1,-4,-4,-4,-4,-4,-4,-4
7740,3,3,2,0,-4,0,-4,0,-4,2,4,1982,17500,4,0,6,10,-4,10,1,85,-4,-4,-4,-4,-4,-4
7741,1,1,1,0,-4,0,-4,0,-4,2,12,1982,4650,4,0,11,12,-4,12,1,83,-4,-4,-4,-4,-4,-4
7742,1,1,1,0,-4,1,3,1,3,1,2,1980,-3,4,0,-3,11,-4,11,1,-4,-4,-4,-4,-4,-4,-4
7743,3,3,5,1,0,1,2,0,-4,2,10,1981,-3,4,0,-3,12,-4,12,1,-4,-4,-4,-4,-4,-4,-4
7744,2,2,2,0,-4,0,-4,0,-4,1,6,1981,3750,4,0,5,9,-4,9,1,-4,-4,-4,-4,-4,-4,-4
7745,4,4,4,0,-4,1,0,0,-4,1,5,1981,137500,7,0,-3,12,12,16,1,74,-4,-4,-4,-4,370,410
7746,2,2,2,0,-4,0,-4,0,-4,1,9,1982,137500,7,0,-3,12,12,16,1,69,-4,-4,-4,-4,-4,-4
7747,4,2,4,1,0,1,0,0,-4,1,5,1981,1550,4,0,-3,9,-4,9,1,-3,-4,-4,-4,-4,-4,-4
7748,1,1,1,0,-4,1,0,0,-4,1,11,1984,1550,4,0,-3,9,-4,9,1,-4,-4,-4,-4,-4,-4,-4
7749,1,1,1,0,-4,0,-4,0,-4,1,8,1983,14750,1,0,12,12,12,12,1,78,-4,-4,-4,-4,-4,-4
7750,1,1,1,0,-4,0,-4,0,-4,1,9,1980,35500,1,0,12,10,12,10,1,83,-4,-4,-4,-4,-4,-4
7751,1,1,1,1,0,1,0,0,-4,1,2,1982,35500,1,0,12,10,12,10,1,69,-4,-4,-4,-4,-4,-4
7752,1,1,1,1,0,1,0,0,-4,1,4,1984,35500,1,0,12,10,12,10,1,-3,-4,-4,-4,-4,-4,-4
7753,4,4,4,1,5,1,15,1,20,1,5,1980,9000,1,0,11,10,11,10,1,-3,-4,-4,-4,-4,-4,-4
7755,2,2,2,0,-4,0,-4,0,-4,1,1,1981,37800,1,0,11,12,11,12,1,-3,-4,-4,-4,-4,-4,-4
7756,3,2,2,0,-4,0,-4,0,-4,2,3,1982,37800,1,0,11,12,11,12,1,87,-4,-4,-4,-4,400,210
7757,2,3,4,0,-4,0,-4,0,-4,1,6,1981,23750,8,0,9,12,-4,-4,1,75,-4,-4,-4,-4,-4,-4
7758,3,1,2,0,-4,0,-4,0,-4,2,9,1982,1750,4,0,12,12,-4,12,1,-4,-4,-4,-4,-4,-4,-4
7759,3,2,3,0,-4,1,1,0,-4,1,11,1983,23500,4,0,12,12,-4,12,1,-4,-4,-4,-4,-4,-4,-4
7760,3,3,5,0,-4,0,-4,0,-4,1,12,1980,4150,4,0,12,12,-4,12,1,77,-4,-4,-4,-4,-4,-4
7761,4,4,5,1,0,1,0,1,0,1,8,1982,4150,4,0,12,12,-4,12,1,-4,-4,-4,-4,-4,-4,-4
7762,4,1,1,1,0,0,-4,0,-4,2,2,1983,4150,9,0,-3,12,-4,-4,1,-4,-4,-4,-4,-4,-4,-4
7763,4,2,5,1,1,1,0,0,-4,1,3,1984,4150,4,0,12,12,-4,12,1,-4,-4,-4,-4,-4,-4,-4
7764,1,1,1,0,-4,0,-4,0,-4,2,2,1984,22000,1,0,13,13,13,13,1,85,16,19,17,12,400,400
7765,3,3,3,0,-4,0,-4,0,-4,2,8,1981,29050,1,0,12,12,12,12,1,61,-4,-4,-4,-4,-4,-4
7766,2,1,4,0,-4,1,0,0,-4,2,2,1983,29050,1,0,12,12,12,12,1,53,-4,-4,-4,-4,-4,-4
7767,2,1,1,0,-4,0,-4,0,-4,2,2,1983,49000,2,0,12,16,16,16,1,-4,-4,-4,-4,-4,-4,-4
7768,3,1,2,1,0,1,0,1,0,1,3,1980,-4,4,0,12,7,-4,7,1,-4,-4,-4,-4,-4,-4,-4
7769,5,4,5,0,-4,1,1,1,0,2,3,1980,34250,4,0,10,14,-4,14,1,68,-4,-4,-4,-4,-4,-4
7770,2,2,5,1,0,1,0,1,0,2,6,1981,34250,4,0,10,14,-4,14,1,69,-4,-4,-4,-4,-4,-4
7771,4,3,3,0,-4,0,-4,1,0,1,11,1982,34250,4,0,10,14,-4,14,1,74,-4,-4,-4,-4,-4,-4
7772,3,2,3,0,-4,0,-4,0,-4,1,1,1981,30505,4,0,-4,16,-4,16,1,2,12,9,13,13,380,350
7773,3,3,3,0,-4,0,-4,0,-4,2,8,1981,38800,4,0,-4,13,-4,13,1,3,-4,-4,-4,-4,660,440
7774,4,3,3,0,-4,0,-4,0,-4,2,3,1981,-3,4,0,12,12,-4,12,1,2,-4,-4,-4,-4,380,330
7775,5,1,4,0,-4,0,-4,0,-4,1,5,1980,-3,4,0,-3,11,-4,11,1,-4,-4,-4,-4,-4,-4,-4
7776,3,4,5,1,0,1,1,0,-4,1,6,1981,-3,4,0,-3,11,-4,11,1,1,-4,-4,-4,-4,-4,-4
7777,5,5,5,0,-4,0,-4,0,-4,2,11,1981,29500,5,0,12,12,12,-4,1,2,-4,-4,-4,-4,-4,-4
7778,4,1,5,0,-4,0,-4,0,-4,1,6,1982,36250,4,0,-3,16,-4,16,1,3,-4,-4,-4,-4,-4,-4
7779,3,2,2,0,-4,1,0,0,-4,1,5,1983,-3,4,0,-4,16,-4,16,1,3,-4,-4,-4,-4,-4,-4
7780,3,3,3,0,-4,0,-4,0,-4,2,8,1981,-3,1,0,16,16,16,16,1,4,18,19,20,14,480,490
7781,1,2,2,0,-4,1,0,0,-4,2,5,1981,-3,1,0,12,16,12,16,1,3,19,21,17,21,570,390
7782,2,1,2,0,-4,1,0,0,-4,2,12,1982,-3,1,0,12,16,12,16,1,4,25,27,20,30,650,540
7783,3,4,4,0,-4,0,-4,0,-4,1,8,1980,4050,1,0,9,12,9,12,1,1,-4,-4,-4,-4,-4,-4
7784,5,1,2,0,-4,0,-4,0,-4,1,4,1984,21700,1,0,12,12,12,12,1,3,-4,-4,-4,-4,410,460
7785,2,1,2,0,-4,1,0,0,-4,1,4,1983,1750,4,0,12,11,-4,11,1,-4,-4,-4,-4,-4,-4,-4
7786,3,1,2,1,0,0,-4,1,0,1,7,1981,-3,4,0,-4,12,-4,12,1,-4,-4,-4,-4,-4,-4,-4
7787,2,1,1,0,-4,0,-4,0,-4,2,1,1983,-3,4,0,12,12,-4,12,1,2,-4,-4,-4,-4,-4,-4
7788,5,3,5,0,-4,0,-4,0,-4,1,3,1982,2250,4,0,-3,11,-4,11,1,1,-4,-4,-4,-4,-4,-4
7789,1,2,1,0,-4,0,-4,0,-4,1,10,1981,-3,1,0,12,12,12,12,1,-4,-4,-4,-4,-4,-4,-4
7790,4,4,4,0,-4,1,0,1,0,1,8,1981,-4,5,0,18,16,18,-4,1,-4,-4,-4,-4,-4,-4,-4
7791,4,1,3,1,0,0,-4,0,-4,1,1,1982,275500,1,0,16,14,16,14,1,2,-4,-4,-4,-4,-4,-4
7792,1,1,-2,0,-4,0,-4,0,-4,2,3,1983,-3,2,0,-4,14,12,14,1,3,-4,-4,-4,-4,-4,-4
7793,1,1,1,0,-4,0,-4,0,-4,2,8,1984,-3,2,0,-4,14,12,14,1,4,-4,-4,-4,-4,-4,-4
7794,4,1,1,0,-4,0,-4,0,-4,2,8,1984,40000,1,0,10,12,10,12,1,80,-4,-4,-4,-4,360,360
7795,5,4,3,1,0,1,0,1,0,2,5,1980,21296,4,0,12,11,-4,11,1,78,-4,-4,-4,-4,-4,-4
7796,2,5,5,1,3,1,2,0,-4,1,6,1980,-21250,4,0,12,10,-4,10,1,-3,-4,-4,-4,-4,-4,-4
7797,3,5,4,1,3,0,-4,0,-4,1,10,1981,-21250,4,0,12,10,-4,10,1,-4,-4,-4,-4,-4,-4,-4
7798,5,1,2,1,1,0,-4,0,-4,2,8,1983,-21250,4,0,12,10,-4,10,1,79,-4,-4,-4,-4,360,330
7799,3,1,3,0,-4,0,-4,0,-4,1,7,1984,-21250,4,0,12,10,-4,10,1,79,-4,-4,-4,-4,410,390
7800,2,2,1,1,0,1,0,1,0,1,10,1980,36000,1,0,14,14,14,14,1,83,-4,-4,-4,-4,460,470
7801,5,5,4,0,-4,0,-4,0,-4,2,9,1983,7700,2,0,12,12,11,12,1,-3,-4,-4,-4,-4,-4,-4
7802,3,1,1,0,-4,1,0,0,-4,1,5,1980,3100,4,0,-3,11,-4,11,1,74,-4,-4,-4,-4,290,280
7803,2,3,2,0,-4,0,-4,0,-4,1,9,1981,3100,4,0,-3,11,-4,11,1,-3,-4,-4,-4,-4,-4,-4
7804,2,1,2,0,-4,1,1,0,-4,2,8,1983,3100,4,0,-3,11,-4,11,1,76,-4,-4,-4,-4,-4,-4
7805,4,-2,5,1,0,1,0,0,-4,1,7,1982,-3,2,0,-3,12,14,12,1,77,-4,-4,-4,-4,-4,-4
7806,2,1,2,0,-4,1,0,1,0,1,4,1980,-3,1,0,12,11,12,11,1,88,-4,-4,-4,-4,460,470
7807,2,1,2,0,-4,0,-4,0,-4,1,11,1980,13500,2,0,-3,9,11,9,1,78,-4,-4,-4,-4,260,320
7808,1,2,3,0,-4,0,-4,0,-4,1,12,1982,16500,2,0,-4,12,11,12,1,68,-4,-4,-4,-4,-4,-4
7809,4,3,4,1,28,1,10,1,3,2,4,1980,-4,2,0,-3,11,-3,11,1,-4,-4,-4,-4,-4,-4,-4
7810,1,1,1,1,1,0,-4,0,-4,1,9,1984,-4,4,0,-3,12,-4,12,1,-4,-4,-4,-4,-4,-4,-4
7811,1,1,1,0,-4,0,-4,0,-4,2,3,1984,-3,1,0,12,12,12,12,1,76,-4,-4,-4,-4,-4,-4
7812,1,1,1,0,-4,1,0,0,-4,1,8,1981,4750,4,0,-3,11,-4,11,1,-3,-4,-4,-4,-4,-4,-4
7813,1,1,1,0,-4,0,-4,0,-4,2,3,1983,4750,4,0,-3,11,-4,11,1,3,14,11,16,13,-4,-4
7814,1,1,1,1,30,0,-4,0,-4,2,3,1980,12750,8,0,-4,-4,-4,-4,1,-3,-4,-4,-4,-4,-4,-4
7815,2,1,5,1,1,0,-4,0,-4,2,5,1983,12750,8,0,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4
7816,4,5,4,1,0,0,-4,0,-4,2,1,1980,3750,2,0,8,8,11,8,1,-3,-4,-4,-4,-4,-4,-4
7817,4,3,4,0,-4,1,0,0,-4,2,11,1981,3750,2,0,8,8,11,8,1,-4,-4,-4,-4,-4,-4,-4
7818,4,3,5,0,-4,1,0,0,-4,1,12,1981,47500,3,0,12,-4,12,12,1,-4,-4,-4,-4,-4,-4,-4
7819,4,4,4,1,0,1,0,1,0,2,11,1980,92750,7,0,-4,12,12,12,1,-3,-4,-4,-4,-4,-4,-4
7820,1,1,1,0,-4,0,-4,0,-4,1,1,1982,92750,1,0,12,12,12,12,1,-3,-4,-4,-4,-4,-4,-4
7821,2,2,2,0,-4,0,-4,0,-4,1,8,1981,92750,7,0,-3,12,12,12,1,-3,-4,-4,-4,-4,-4,-4
7822,1,1,1,0,-4,0,-4,0,-4,1,5,1983,92750,1,0,12,12,12,12,1,-3,-4,-4,-4,-4,-4,-4
7823,3,1,2,0,-4,0,-4,0,-4,2,6,1981,135500,5,0,12,12,12,-4,1,-3,-4,-4,-4,-4,-4,-4
